Date,Open,High,Low,Close,Volume,Mean
2021-03-24 23:59:59.999,1.00102449,1.00232046,0.99971921,1.00130131,97177670255.28,1.001019835
2021-03-25 23:59:59.999,1.00124175,1.0015339,0.9997254,1.00101636,97273950074.09,1.00062965
2021-03-26 23:59:59.999,1.00103266,1.00255855,0.99955982,1.00122202,82935770973.79,1.001059185
2021-03-27 23:59:59.999,1.00128611,1.00193433,0.9998715,1.00060086,73586222743.68,1.0009029150000002
2021-03-28 23:59:59.999,1.00050298,1.00241289,1.00008242,1.00060718,69313550903.74,1.001247655
2021-03-29 23:59:59.999,1.00063862,1.00067562,0.9992585,0.99975875,80873581836.2,0.99996706
2021-03-30 23:59:59.999,0.99980395,1.00100002,0.99900499,1.00089602,82702790409.19,1.0000025049999999
2021-03-31 23:59:59.999,1.00081586,1.00245294,0.99937843,1.00001997,111253962206.13,1.000915685
2021-04-01 23:59:59.999,0.99998344,1.00154452,0.99971465,1.00046387,108310288783.97,1.000629585
2021-04-02 23:59:59.999,1.00061541,1.00232377,0.99842337,1.0005762,103736039045.96,1.00037357
2021-04-03 23:59:59.999,1.0005077,1.00326065,0.99804691,1.00308528,109584392990.74,1.00065378
2021-04-04 23:59:59.999,1.00314456,1.01151554,1.00108201,1.00340205,99459708393.33,1.0062987749999999
2021-04-05 23:59:59.999,1.00343818,1.00485066,0.99978564,1.00025367,132303093446.24,1.00231815
2021-04-06 23:59:59.999,1.00010584,1.0020116,0.99952358,1.00167979,145941395056.78,1.00076759
2021-04-07 23:59:59.999,1.00160668,1.00258948,1.00036981,1.00185473,161005666625.32,1.0014796449999999
2021-04-08 23:59:59.999,1.00188256,1.00188256,1.00014444,1.00016716,100309980611.03,1.0010135
2021-04-09 23:59:59.999,1.0006595,1.00175363,1.00024217,1.00109783,86500025529.78,1.0009979
2021-04-10 23:59:59.999,1.00110877,1.00215904,0.99740406,1.0004688,111560200797.96,0.99978155
2021-04-11 23:59:59.999,1.0005236,1.002583,0.99869383,1.00217661,100277986731.64,1.000638415
2021-04-12 23:59:59.999,1.00216142,1.00223544,0.99894078,0.99993669,106711464727.11,1.00058811
2021-04-13 23:59:59.999,1.00001944,1.00129599,0.99882877,0.99927457,137132738349.71,1.0000623800000001
2021-04-14 23:59:59.999,0.99923545,1.00264273,0.99901194,1.00158989,172073450566.06,1.000827335
2021-04-15 23:59:59.999,1.00149623,1.0036961,1.00050752,1.00087713,134206127793.51,1.00210181
2021-04-16 23:59:59.999,1.00108553,1.00391506,1.00009314,1.00234538,232378434390.19,1.0020041
2021-04-17 23:59:59.999,1.00243375,1.01186761,0.99954917,1.01152966,178501336544.69,1.00570839
2021-04-18 23:59:59.999,1.01140391,1.02804546,0.99980011,1.00010421,226468468195.48,1.013922785
2021-04-19 23:59:59.999,0.99995263,1.00019978,0.99980001,0.99986532,169646878924.45,0.999999895
2021-04-20 23:59:59.999,0.99993574,1.00019982,0.99980059,0.99993812,171214521691.43,1.000000205
2021-04-21 23:59:59.999,1.00009212,1.0001999,0.99980168,0.99993175,130529572775.97,1.00000079
2021-04-22 23:59:59.999,0.9999436,1.00019933,0.99980036,1.00008959,166853483576.19,0.999999845
2021-04-23 23:59:59.999,0.9999458,1.00019992,0.99980075,1.00016189,200928310344.61,1.000000335
2021-04-24 23:59:59.999,1.00013799,1.00019945,0.99980002,0.99990911,105265165684.69,0.9999997350000001
2021-04-25 23:59:59.999,1.00013639,1.00019999,0.99980016,0.99993413,91733321073.75,1.000000075
2021-04-26 23:59:59.999,1.00015498,1.00019999,0.99980014,1.0000417,114746493322.93,1.000000065
2021-04-27 23:59:59.999,0.99984051,1.00019995,0.99980014,1.00006249,100848882802.13,1.000000045
2021-04-28 23:59:59.999,1.00016344,1.00019987,0.99980051,1.00005234,107174178546.25,1.0000001900000002
2021-04-29 23:59:59.999,0.9998135,1.00019923,0.99980085,0.99996558,93716158086.47,1.00000004
2021-04-30 23:59:59.999,1.00004441,1.00019984,0.99980032,1.00000862,99120376275.21,1.00000008
2021-05-01 23:59:59.999,0.99987111,1.00019989,0.9998,1.00011075,93561408428.31,0.999999945
2021-05-02 23:59:59.999,0.99991164,1.00019961,0.99980032,1.00013222,87140031399.53,0.999999965
2021-05-03 23:59:59.999,0.99995943,1.0001997,0.99980001,1.00016493,115365514514.82,0.999999855
2021-05-04 23:59:59.999,0.99993105,1.00019873,0.99980013,0.99995116,184507815469.39,0.9999994299999999
2021-05-05 23:59:59.999,0.99998329,1.00019896,0.99980031,0.99987478,194666058567.53,0.999999635
2021-05-06 23:59:59.999,1.00006911,1.00019997,0.99980001,1.00016893,209142160582.07,0.99999999
2021-05-07 23:59:59.999,1.00004783,1.0002,0.99980016,1.00016611,195953903779.7,1.00000008
2021-05-08 23:59:59.999,0.99994924,1.00019977,0.99980022,1.00007757,154970468013.5,0.999999995
2021-05-09 23:59:59.999,1.000168,1.00019987,0.99980123,1.00005767,177124716915.74,1.00000055
2021-05-10 23:59:59.999,0.99980127,1.00019913,0.99980009,1.00013654,196654261473.23,0.9999996099999999
2021-05-11 23:59:59.999,0.99981274,1.0002,0.99980038,0.99996725,175304543466.11,1.00000019
2021-05-12 23:59:59.999,1.00006733,1.00019982,0.9998,0.99999281,179881127372.2,0.99999991
2021-05-13 23:59:59.999,0.99992023,1.00019964,0.999801,0.99986797,238503239902.5,1.00000032
2021-05-14 23:59:59.999,1.00009586,1.00019996,0.99980035,0.99996491,157669573391.08,1.000000155
2021-05-15 23:59:59.999,0.99996028,1.00019996,0.99980108,0.99982253,160240116663.15,1.00000052
2021-05-16 23:59:59.999,1.00012398,1.00019936,0.99980064,0.99997528,156189820298.34,1.0
2021-05-17 23:59:59.999,0.99985138,1.00019995,0.99980021,0.9998022,174105627752.62,1.00000008
2021-05-18 23:59:59.999,0.99998314,1.00199525,0.99980153,1.00068048,139497732905.43,1.0008983900000001
2021-05-19 23:59:59.999,1.00062034,1.00199946,0.99862781,1.00161636,279067455600.19,1.000313635
2021-05-20 23:59:59.999,1.00172458,1.00199638,1.00088795,1.00185206,203389167819.35,1.001442165
2021-05-21 23:59:59.999,1.00190705,1.00199988,1.00095588,1.00188755,175788781081.55,1.00147788
2021-05-22 23:59:59.999,1.0019621,1.00199715,1.00065763,1.00155538,123183907997.65,1.0013273900000002
2021-05-23 23:59:59.999,1.00156926,1.00199551,1.00044535,1.00167359,166357484551.63,1.00122043
