Date,Open,High,Low,Close,Volume,Mean
2022-05-27 23:59:59.999,43.47437942584902,43.81364691548804,40.26896410440552,40.98134725347889,2256358025.89,42.04130550994678
2022-05-28 23:59:59.999,41.49373310844747,44.65801238069515,40.548680504574875,44.343163057843306,1254325883.66,42.603346442635015
2022-05-29 23:59:59.999,44.33879066007339,45.386253629933215,41.99804503790965,44.90961340778866,1317843243.33,43.692149333921435
2022-05-30 23:59:59.999,44.908668309264215,47.93682969629594,44.35740755494245,47.17944544326155,1708817064.84,46.14711862561919
2022-05-31 23:59:59.999,47.18132726758931,48.03898981362343,44.840016399089144,45.76784194039958,1509191626.62,46.439503106356284
2022-06-01 23:59:59.999,45.76512940438746,45.94665856863259,40.050351811286575,40.26967008260668,1422647091.84,42.99850518995959
2022-06-02 23:59:59.999,40.25528119518926,41.327867316690934,38.36067148261746,40.89134704290819,1554022054.02,39.844269399654195
2022-06-03 23:59:59.999,40.89575164719481,41.433347300130826,37.80271946030968,38.25921994071024,1348656101.57,39.618033380220254
2022-06-04 23:59:59.999,38.27455052144034,39.04042940120127,36.04072589129661,38.93144489442229,1130762769.94,37.54057764624894
2022-06-05 23:59:59.999,38.93410252068897,39.995295136817155,38.035350879861916,38.48053163388508,998532386.92,39.015323008339536
2022-06-06 23:59:59.999,38.50159993925965,44.45061735536276,38.43879121310534,42.43313446991447,1955057411.13,41.44470428423405
2022-06-07 23:59:59.999,42.42977559702059,42.44931070067928,37.7763266532342,39.43757075953823,1974825212.74,40.112818676956735
2022-06-08 23:59:59.999,39.434051992903846,40.52680733908445,38.40160786958654,38.84336952210312,1211034282.43,39.4642076043355
2022-06-09 23:59:59.999,38.84558630489596,41.7237637508981,38.555694526975415,39.97260627346395,1265873005.09,40.13972913893676
2022-06-10 23:59:59.999,39.967624312101165,40.76977860562015,37.001260182488814,37.08976935955704,1177042405.65,38.885519394054484
2022-06-11 23:59:59.999,37.09238074283469,37.84325927891019,33.43591832338208,33.821119241744505,1086904916.83,35.63958880114613
2022-06-12 23:59:59.999,33.8374898530108,34.22850519257582,30.743271444671713,30.743271444671713,1430666509.61,32.485888318623765
2022-06-13 23:59:59.999,30.730292992774025,30.917982275938904,26.139611076174365,28.192360628379884,2577135234.18,28.528796676056636
2022-06-14 23:59:59.999,28.18289599936814,31.610319200866506,26.060320344058212,29.714618536223806,2317785256.46,28.83531977246236
2022-06-15 23:59:59.999,29.695768623898413,34.56552717888421,26.868401012052242,34.487943497916184,2574959860.04,30.716964095468228
2022-06-16 23:59:59.999,34.50612168770865,35.71171800834035,29.731699106458514,29.98974231178089,1908909523.28,32.72170855739943
2022-06-17 23:59:59.999,30.002502254636862,32.00887109300686,29.478064152462924,30.742919631153885,1283536080.52,30.74346762273489
2022-06-18 23:59:59.999,30.740924348969326,31.838632248547686,27.46303920107958,31.807935956881135,1804420725.99,29.650835724813632
2022-06-19 23:59:59.999,31.809134432900972,35.16057562253348,28.910509173364844,34.24374722483674,2005402608.2,32.03554239794916
2022-06-20 23:59:59.999,34.238365707412875,36.76423846610485,31.892911721196526,35.41711294662115,1958378682.98,34.328575093650684
2022-06-21 23:59:59.999,35.39715609720185,38.80477275787493,34.40011432150157,36.121158030809546,1790090430.54,36.60244353968825
2022-06-22 23:59:59.999,36.182723822040856,36.70468119025583,33.802741054048475,34.121635503323134,1533123070.72,35.253711122152154
2022-06-23 23:59:59.999,34.120805219460735,38.347352923552485,34.08358892261308,38.1752318268335,1666479183.51,36.21547092308278
2022-06-24 23:59:59.999,38.20144442002586,42.72931635364068,37.85293699661363,42.21204899774393,1765927064.09,40.29112667512715
2022-06-25 23:59:59.999,42.20299784224027,42.49069234609985,39.87532865804974,42.3328121796015,1271293523.09,41.183010502074794
2022-06-26 23:59:59.999,42.30241913229984,42.341324038300996,39.384304536471994,39.408086707996695,1138724690.45,40.8628142873865
2022-06-27 23:59:59.999,39.409088078853635,41.08215938425999,38.170923817658995,38.45125107336278,1253389516.76,39.62654160095949
2022-06-28 23:59:59.999,38.44542814354147,39.70593366325835,35.229138002759356,35.32643970811814,1361946847.39,37.46753583300885
2022-06-29 23:59:59.999,35.32723634988002,35.96923192908696,33.25113569751064,33.87390229966632,1366803516.07,34.610183813298804
2022-06-30 23:59:59.999,33.908782783885734,34.045754208049274,31.05734713160606,33.588418010203576,1321861662.75,32.55155066982767
2022-07-01 23:59:59.999,33.645652314215724,35.23074248083096,31.934066891910295,32.803070080508355,1427407654.72,33.58240468637063
2022-07-02 23:59:59.999,32.81100319302448,33.934598402502914,31.9575859520226,33.35940802516876,765552187.08,32.946092177262756
